Block,Match_ID,Site,Year,Month,Date,Obs1.Time,Obs2.Time,Group.size,Cluster_size,Obs1,Obs2,Choidogjamts,Lat.1,Long.1,Obs1.AnglePath,Obs1.AngleDetection,Obs1.Distance,Latnear,Lonnear,Neardistance,Obs1.Class1,Obs1.Class2,Obs1.Class3,Obs1.Class4,Obs1.AF,Obs1.Young,Obs1.Kid,Obs1.Unclassified,Obs2.Total,Obs2.Name,Lat.2,Long.2,Species,Sightings,Obs2.Class1,Obs2.Class2,Obs2.Class3,Obs2.Class4,Obs2.AF,Obs2.Young,Obs2.Kid,Obs2.Unclassified,total,Transect_Length
7,Day4_4,Day4_4,2022,10,29,1045,,6,6,1,0,Enkhburen,43.40796,102.99677,340,60,600,43.40796,102.99677,600,1,,,,2,1,2,,6,,,,ibex,ibex,,,,,,,,,0,14.93505558
7,Day4_4,Day4_4,2022,10,29,1234,1230,3,3,1,1,Enkhburen,43.41914,102.98481,280,290,400,43.4204,102.98061,0,,,,,1,1,1,,3,Battumur,43.41914,102.98483,ibex,ibex,,,,,1,1,1,,3,14.93505558
7,Day4_4,Day4_4,2022,10,29,1347,,2,2,1,0,Enkhburen,43.42359,102.96384,280,160,500,43.42359,102.96384,500,,,,,1,,1,,2,,,,ibex,ibex,,,,,,,,,0,14.93505558
7,Day4_4,Day4_4,2022,10,29,1418,,5,5,1,0,Enkhburen,43.42374,102.96236,240,50,500,43.42374,102.96236,500,,1,,,2,1,1,,5,,,,argali,argali,,,,,,,,,0,14.93505558
7,Day4_4,Day4_4,2022,10,29,1655,,4,4,1,0,Enkhburen,43.44031,102.92971,330,330,300,43.44384,102.92685,0,,,,,2,1,1,,4,,,,argali,argali,,,,,,,,,0,14.93505558
7,Day4_4,Day4_4,2022,10,29,,1425,5,,0,1,,,,,,,,,,,,,,,,,,0,Battumur,43.42366,102.96356,,argali,,1,1,,2,,1,,5,14.93505558
7,Day4_5,Day4_5,2022,10,30,904,,1,1,1,0,Munkhchuluun,43.49743,102.96043,286,60,65,43.49743,102.96043,65,,1,,,,,,,1,,,,ibex,ibex,,,,,,,,,0,13.27439115
7,Day4_5,Day4_5,2022,10,30,909,915,4,4,1,1,Munkhchuluun,43.49743,102.96043,286,300,300,43.49979,102.94921,240,,,,,2,,2,,4,Munkhtulga,43.49979,102.94921,ibex,ibex,,,,,,,,,0,13.27439115
7,Day4_5,Day4_5,2022,10,30,1049,1049,6,6,1,1,Munkhchuluun,43.52388,102.93588,0,260,400,43.50994,102.93433,179,,,,1,3,,2,,6,Munkhtulga,45.52388,102.93588,argali,argali,,,,,,,,,0,13.27439115
7,Day4_6,Day4_6,2022,10,30,,1036,3,,0,1,,,,,,,,,,,,,,,,,,0,Davaa,43.46041,102.96092,,ibex,,,,,2,1,,,3,8.780368867
7,Day4_7,Day4_7,2022,10,29,,1204,1,,0,1,,,,,,,,,,,,,,,,,,0,Dorjsuren,43.38119,102.93937,,argali,,1,,,,,,,1,11.84205881
7,Day4_7,Day4_7,2022,10,29,,1228,1,,0,1,,,,,,,,,,,,,,,,,,0,Dorjsuren,43.38127,102.93136,,ibex,1,,,,,,,,1,11.84205881
7,Day4_7,Day4_7,2022,10,29,,1233,5,,0,1,,,,,,,,,,,,,,,,,,0,Dorjsuren,43.38127,102.93136,,ibex,,,,,5,,,,5,11.84205881
7,Day4_7,Day4_7,2022,10,29,,1258,5,,0,1,,,,,,,,,,,,,,,,,,0,Dorjsuren,43.38414,102.9262,,ibex,,,,,2,1,2,,5,11.84205881
8,Day5_1,Day5_1,2022,10,29,1126,,4,4,1,0,Davaa,43.35906,103.05689,275,357,202,43.35906,103.05689,202,,,,,2,2,,,4,,,,ibex,ibex,,,,,,,,,0,8.717588156
8,Day5_2,Day5_2,2022,10,29,1028,,8,8,1,0,Battsog,43.45286,103.05779,40,40,470,43.45679,103.05962,5,,,,,4,1,3,,8,,,,ibex,ibex,,,,,,,,,0,6.377146487
8,Day5_2,Day5_2,2022,10,29,1230,,2,2,1,0,Battsog,43.46615,103.02574,340,60,30,43.46615,103.02574,30,,,,,2,,,,2,,,,argali,argali,,,,,,,,,0,6.377146487
8,Day5_3,Day5_3,2022,10,29,1052,,6,6,1,0,Purevee,43.45798,103.10792,35,350,964,43.45798,103.10792,960,,,,,4,,2,,6,,,,ibex,ibex,,,,,,,,,0,11.05377229
8,Day5_3,Day5_3,2022,10,29,1057,,2,2,1,0,Purevee,43.45798,103.10792,35,170,500,43.45798,103.10792,500,,,,,1,,1,,2,,,,ibex,ibex,,,,,,,,,0,11.05377229
8,Day5_3,Day5_3,2022,10,29,1114,,15,15,1,0,Purevee,43.45966,103.11054,35,210,1000,43.45966,103.11054,1000,,2,1,3,7,,2,,15,,,,ibex,ibex,,,,,,,,,0,11.05377229
8,Day5_3,Day5_3,2022,10,29,1235,,2,2,1,0,Purevee,43.45222,103.12765,210,270,200,43.45222,103.12765,200,2,,,,,,,,2,,,,ibex,ibex,,,,,,,,,0,11.05377229
8,Day5_3,Day5_3,2022,10,29,1256,,7,7,1,0,Purevee,43.45021,103.13132,90,360,800,43.45021,103.13132,800,,,,,2,3,2,,7,,,,ibex,ibex,,,,,,,,,0,11.05377229
8,Day5_5,Day5_5,2022,10,29,947,940,3,3,1,1,Nyamsuren,43.38966,103.13377,290,200,150,43.38947,103.13265,50,,,,,1,,2,,3,Unurbat,43.38966,103.1336,ibex,ibex,,,,,1,,2,,3,11.11593479
8,Day5_5,Day5_5,2022,10,29,1310,1311,4,4,1,1,Nyamsuren,43.40725,103.08777,270,270,50,43.40757,103.08717,0,,,,,2,,2,,4,Unurbat,43.40797,103.08778,argali,argali,,,,,2,,2,,4,11.11593479
8,Day5_5,Day5_5,2022,10,29,,1248,4,,0,1,,,,,,,,,,,,,,,,,,0,Unurbat,43.40351,103.09209,,ibex,,,,,4,,,,4,11.11593479
8,Day5_6,Day5_6,2022,10,29,,,,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,7.290838337
9,SE_1_1,SE_1_1,2022,11,1,1038,1037,4,4,1,1,Nyamsuren,43.62987,102.05614,270,270,300,43.62987,102.05614,300,,,,,2,,2,,4,Dorjsuren,43.62986,102.05614,ibex,ibex,,,,,2,,2,,4,7.587766841
9,SE_1_1,SE_1_1,2022,11,1,1250,,2,2,1,0,Nyamsuren,43.63818,102.07921,120,20,200,43.63789,102.07989,170,,,,,1,,1,,2,,,,ibex,ibex,,,,,,,,,0,7.587766841
9,SE_1_1,SE_1_1,2022,11,1,,1050,2,,0,1,,,,,,,,,,,,,,,,,,0,Dorjsuren,43.63081,102.05653,,ibex,,1,,,,,1,,2,7.587766841
9,SE_1_1,SE_1_1,2022,11,1,,1050,5,,0,1,,,,,,,,,,,,,,,,,,0,Dorjsuren,43.63081,102.05653,,argali,,1,,,4,,,,5,7.587766841
9,SE_1_10,SE_1_10,2022,11,1,1100,,3,3,1,0,Tegshjargal,43.62969,102.01621,80,120,336,43.6287,102.01905,51,,1,1,1,,,,,3,,,,ibex,ibex,,,,,,,,,0,7.24680255
9,SE_1_10,SE_1_10,2022,11,1,1101,,2,2,1,0,Tegshjargal,43.62969,102.0164,80,130,452,43.62867,102.02148,10,,,,,1,,1,,2,,,,ibex,ibex,,,,,,,,,0,7.24680255
9,SE_1_10,SE_1_10,2022,11,1,1135,1220,2,2,1,1,Tegshjargal,43.62867,102.02148,70,40,210,43.63161,102.02519,17,,,,2,,,,,2,Munkhjargal_bu,43.62756,102.02283,ibex,ibex,,,,2,,,,,2,7.24680255
9,SE_1_10,SE_1_10,2022,11,1,,1225,30,,0,1,,,,,,,,,,,,,,,,,,0,Munkhjargal_bu,43.62756,102.02268,,argali,,,,,,,,30,30,7.24680255
9,SE_1_7,SE_1_7,2022,11,1,1303,,10,10,1,0,Enkhsaikhan,43.63001,101.94844,240,260,215,43.63001,101.94844,215,1,2,,,5,,2,,10,,,,ibex,ibex,,,,,,,,,0,9.547570584
9,SE_1_7,SE_1_7,2022,11,1,,1355,9,,0,1,,,,,,,,,,,,,,,,,,0,Munkhjargal,43.63369,101.93378,,ibex,,1,,1,3,1,3,,9,9.547570584
9,SE_1_8,SE_1_8,2022,11,1,,,,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,5.953386232
9,SE_1_9,SE_1_9,2022,11,1,1257,,11,11,1,0,Munkhchuluun,43.64153,102.00497,25,280,73,43.64153,102.00497,73,,1,,,4,2,4,,11,,,,ibex,ibex,,,,,,,,,0,8.923006602
9,SE_1_9,SE_1_9,2022,11,1,1331,,3,3,1,0,Munkhchuluun,43.64312,102.00475,302,220,51,43.64356,102.00443,42,,,,,3,,,,3,,,,ibex,ibex,,,,,,,,,0,8.923006602
10,SE_1_2,SE_1_2,2022,11,1,1023,,5,5,1,0,Battsog,43.61396,102.04823,80,160,170,43.61391,102.04898,50,,1,,,2,,2,,5,,,,ibex,ibex,,,,,,,,,0,7.166024198
10,SE_1_2,SE_1_2,2022,11,1,1030,,3,3,1,0,Battsog,43.61391,102.04898,80,240,270,43.61391,102.04898,240,,,,3,,,,,3,,,,ibex,ibex,,,,,,,,,0,7.166024198
10,SE_1_2,SE_1_2,2022,11,1,1043,,8,8,1,0,Battsog,43.61256,102.05338,60,180,370,43.61256,102.05333,370,,,,,3,2,3,,8,,,,ibex,ibex,,,,,,,,,0,7.166024198
10,SE_1_2,SE_1_2,2022,11,1,1101,1121,7,7,1,1,Battsog,43.61332,102.05617,60,60,100,43.61403,102.05708,20,,1,,,5,,1,,7,Ankhbayar,43.61344,102.04715,argali,argali,,,,,,,,7,7,7.166024198
10,SE_1_2,SE_1_2,2022,11,1,,1041,2,,0,1,,,,,,,,,,,,,,,,,,0,Ankhbayar,43.61356,102.04175,,ibex,,,1,1,,,,,2,7.166024198
10,SE_1_3,SE_1_3,2022,11,1,1028,,2,2,1,0,Choidogjamts,43.61659,102.03585,239,148,369,43.61659,102.03585,369,,,,2,,,,,2,,,,ibex,ibex,,,,,,,,,0,7.347807493
10,SE_1_3,SE_1_3,2022,11,1,1028,,1,1,1,0,Choidogjamts,43.61659,102.03585,239,170,252,43.6162,102.03393,230,,,,,1,,,,1,,,,ibex,ibex,,,,,,,,,0,7.347807493
10,SE_1_3,SE_1_3,2022,11,1,1037,,2,2,1,0,Choidogjamts,43.61659,102.03585,239,5,506,43.61659,102.03585,506,,,,,,,,2,2,,,,ibex,ibex,,,,,,,,,0,7.347807493
10,SE_1_3,SE_1_3,2022,11,1,1118,,17,17,1,0,Choidogjamts,43.60912,102.03125,17,179,675,43.60336,102.03288,0,,2,1,4,1,,9,,17,,,,ibex,ibex,,,,,,,,,0,7.347807493
10,SE_1_3,SE_1_3,2022,11,1,1121,1130,24,24,1,1,Choidogjamts,43.60912,102.03125,179,155,623,43.60502,102.03275,270,,4,4,5,5,5,1,,24,Unurbat,43.605,102.03276,ibex,ibex,,,,4,15,,15,,34,7.347807493
10,SE_1_3,SE_1_3,2022,11,1,1254,,3,3,1,0,Choidogjamts,43.60173,102.04258,73,35,810,43.60173,102.04258,810,,,,,,,,3,3,,,,argali,argali,,,,,,,,,0,7.347807493
10,SE_1_3,SE_1_3,2022,11,1,,1330,,,0,1,,,,,,,,,,,,,,,,,,0,Unurbat,43.6017,102.04258,,argali,,,,,6,,,,6,7.347807493
10,SE_1_4,SE_1_4,2022,11,1,1054,,18,18,1,0,Enkhburen,43.61171,102.02202,240,240,400,43.60842,102.02018,0,,3,2,1,,,2,10,18,,,,ibex,ibex,,,,,,,,,0,6.557135306
10,SE_1_4,SE_1_4,2022,11,1,1204,,41,41,1,0,Enkhburen,43.60736,102.01975,240,240,600,43.60646,102.01237,0,,,6,2,,,5,28,41,,,,ibex,ibex,,,,,,,,,0,6.557135306
10,SE_1_4,SE_1_4,2022,11,1,1240,,7,7,1,0,Enkhburen,43.60455,102.01089,240,120,700,43.60455,102.01089,700,,,,4,2,,1,,7,,,,argali,argali,,,,,,,,,0,6.557135306
10,SE_1_4,SE_1_4,2022,11,1,1321,,2,2,1,0,Enkhburen,43.60019,102.00426,160,140,300,43.5984,102.005,150,,,,,1,1,,,2,,,,argali,argali,,,,,,,,,0,6.557135306
10,SE_1_4,SE_1_4,2022,11,1,1405,,3,3,1,0,Enkhburen,43.5931,102.0101,160,190,400,43.59158,102.01144,300,,,,,1,1,1,,3,,,,ibex,ibex,,,,,,,,,0,6.557135306
10,SE_1_4,SE_1_4,2022,11,1,1430,,5,5,1,0,Enkhburen,43.59058,102.0116,180,160,600,43.58651,102.01258,250,,,,,2,,3,,5,,,,argali,argali,,,,,,,,,0,6.557135306
10,SE_1_4,SE_1_4,2022,11,1,,1157,1,,0,1,,,,,,,,,,,,,,,,,,0,Batbold,43.60839,102.02016,,argali,,,1,,,,,,1,6.557135306
10,SE_1_5,SE_1_5,2022,11,1,1140,1145,3,3,1,1,Purevee,43.61087,102.00861,210,330,230,43.61087,102.00861,230,,,,3,,,,,3,jargalsaikhan,43.61087,102.00861,ibex,ibex,,,,3,,,,,3,7.070805391
10,SE_1_5,SE_1_5,2022,11,1,1215,,30,30,1,0,Purevee,43.60687,101.9981,210,90,1100,43.60687,101.9981,1100,,,2,5,,,,23,30,,,,ibex,ibex,,,,,,,,,0,7.070805391
10,SE_1_5,SE_1_5,2022,11,1,1300,,4,4,1,0,Purevee,43.60368,101.9855,210,310,700,43.60368,101.9855,700,,,,,2,,2,,4,,,,argali,argali,,,,,,,,,0,7.070805391
10,SE_1_5,SE_1_5,2022,11,1,1303,,2,2,1,0,Purevee,43.60368,101.9855,210,310,899,43.60368,101.9855,899,,,,,1,,1,,2,,,,ibex,ibex,,,,,,,,,0,7.070805391
10,SE_1_5,SE_1_5,2022,11,1,1340,,6,6,1,0,Purevee,43.60262,101.97951,210,210,410,43.60194,101.97495,250,,,1,,4,,1,,6,,,,argali,argali,,,,,,,,,0,7.070805391
10,SE_1_5,SE_1_5,2022,11,1,1420,,8,8,1,0,Purevee,43.60145,101.97395,210,340,500,43.60145,101.97395,500,1,1,,,4,,2,,8,,,,ibex,ibex,,,,,,,,,0,7.070805391
10,SE_1_5,SE_1_5,2022,11,1,1629,,6,6,1,0,Purevee,43.58971,101.95749,210,90,700,43.58971,101.95749,700,3,,,,2,,1,,6,,,,ibex,ibex,,,,,,,,,0,7.070805391
10,SE_1_5,SE_1_5,2022,11,1,,1151,1,,0,1,,,,,,,,,,,,,,,,,,0,jargalsaikhan,43.61087,102.00861,,argali,,,,1,,,,,1,7.070805391
10,SE_1_6,SE_1_6,2022,11,1,1204,,4,4,1,0,Tsolmonbayar,43.61731,101.98556,120,360,100,43.61731,101.98556,100,1,1,,,2,,,,4,,,,ibex,ibex,,,,,,,,,0,9.578650409
10,SE_1_6,SE_1_6,2022,11,1,1310,,15,15,1,0,Tsolmonbayar,43.61456,101.97288,210,360,50,43.61456,101.97288,50,,4,5,6,,,,,15,,,,argali,argali,,,,,,,,,0,9.578650409
10,SE_1_6,SE_1_6,2022,11,1,1337,,6,6,1,0,Tsolmonbayar,43.61295,101.96629,240,100,40,43.61295,101.96629,40,,1,,1,2,,2,,6,,,,argali,argali,,,,,,,,,0,9.578650409
10,SE_1_6,SE_1_6,2022,11,1,1408,,6,6,1,0,Tsolmonbayar,43.61241,101.9572,340,360,100,43.61241,101.9572,100,,1,2,3,,,,,6,,,,ibex,ibex,,,,,,,,,0,9.578650409
10,SE_1_6,SE_1_6,2022,11,1,,1202,10,,0,1,,,,,,,,,,,,,,,,,,0,Munkhtulga,43.61763,101.98397,,ibex,1,,,1,4,,4,,10,9.578650409
10,SE_1_6,SE_1_6,2022,11,1,,1235,4,,0,1,,,,,,,,,,,,,,,,,,0,Munkhtulga,43.61502,101.97291,,argali,,,,,2,,2,,4,9.578650409
